requestedBillingNumber,requestedLineNumber,requestedServiceChargeAmount,requestedServiceNumber
252,7651,4941.8770,8483
252,13901,2899.2588,13388
252,23828,1393.3401,11765
252,28651,3888.7389,7629
252,34901,3976.0919,10420
252,44828,2501.4024,10056
252,52072,524.8452,11557
252,65828,3528.8259,11452
252,76901,1059.9693,9075
252,86828,4324.3904,13841
252,107828,2322.8174,9629
252,130828,3828.8648,13201
253,1281,3102.6630,10775
253,3990,1910.2766,8684
253,6484,1994.5424,8311
253,11009,3321.9211,9495
253,13702,2040.9248,14489
253,17305,4787.5138,8347
253,22281,4145.5607,10392
253,27484,3286.4442,11179
253,34702,576.2265,9502
253,43281,2001.0563,14215
253,53009,1873.5395,11176
253,64281,1923.8177,13927
253,76702,4380.0775,8650
253,85281,3825.7055,7367
253,101305,3559.3618,12558
253,106281,4413.8216,13222
253,129281,4501.3774,14618
254,1112,2165.7997,10896
254,3345,2558.2955,13834
254,7007,4357.9898,13273
254,13128,3000.7989,12778
254,14736,4086.9743,11371
254,17990,3338.4235,13890
254,22112,4966.0231,13795
254,28007,1356.7304,11121
254,35736,4829.5876,13810
254,43112,3479.5751,10690
254,55128,4457.1146,12286
254,64112,3003.0022,9568
254,85112,4539.2263,11105
254,101990,1833.3182,14059
254,106112,3016.1383,13889
254,129112,4993.5992,14348
255,4565,1159.2408,9388
255,5915,2990.3567,12352
255,6492,626.8928,8447
255,11965,2511.6040,7517
255,14145,2278.2865,11443
255,18635,2194.6878,9494
255,25565,4708.7301,7446
255,27492,3522.2566,9188
255,35145,3701.0861,14671
255,46565,2804.3306,9523
255,53965,1654.5980,11404
255,67565,2871.1964,7692
255,77145,2214.7701,9334
255,88565,4874.0082,14139
255,102635,517.3373,11165
255,109565,1669.0721,13963
255,132565,666.6180,8474
256,201,765.3194,10442
256,5583,954.6867,12617
256,7148,4291.0554,11417
256,10301,1832.6916,14604
256,14369,4657.5466,9196
256,18376,2284.4493,12028
256,21201,3011.6935,12838
256,28148,3011.0101,9028
256,35369,4645.3346,14515
256,42201,2303.0731,13966
256,52301,2204.7504,11912
256,63201,3892.7569,9958
256,77369,2322.8843,12016
256,84201,1815.8541,12849
256,102376,4888.9664,12808
256,105201,4188.0004,12010
256,126201,1438.4883,12621
256,127201,2053.5341,11819
256,128201,220.8353,9592
257,1335,4901.8712,13197
257,4438,2226.0820,7501
257,9125,2994.3463,11336
257,11419,4171.4146,14492
257,13849,1635.0594,7555
257,22335,3458.6744,8511
257,30125,2300.2969,11172
257,34849,2284.3551,9397
257,43335,2650.4061,10556
257,53419,1185.4236,11184
257,64335,4687.4064,12715
257,76849,1324.5910,12290
257,85335,3193.0517,9143
257,101395,733.6820,10514
257,106335,2226.3190,13185
257,129335,1785.2149,13823
258,505,3349.7629,9431
258,3612,1568.9962,13137
258,7090,4605.0253,10045
258,10414,2022.6900,13196
258,13687,2471.0116,9946
258,19990,4272.1804,14635
258,21505,4038.9402,12847
258,28090,1369.4517,11147
258,34687,2567.2422,13558
258,42505,538.9740,10576
258,52414,849.6256,8431
258,63505,2644.0979,8775
258,76687,744.8267,12318
258,84505,1391.5384,14627
258,103990,2665.4597,9712
258,105505,3585.8794,12141
258,126505,4945.9720,11323
258,127505,3012.7643,14311
258,128505,884.4150,11503
259,784,3712.0203,14560
259,3121,4187.6572,12122
259,7998,4662.7092,12682
259,10980,762.2939,7888
259,14466,4149.6213,8968
259,17558,4774.8960,10477
259,21784,2402.0923,8999
259,28998,3142.0713,9346
259,42784,2239.8923,8843
259,52980,1715.8182,10613
259,63784,1357.8394,14677
259,77466,1352.4637,10254
259,84784,4463.8127,10423
259,101558,1153.9215,10954
259,105784,4197.7758,13248
259,126784,624.6302,12067
259,127784,365.8416,13718
259,128784,4904.5512,13400
260,773,2730.8960,10217
260,4910,2591.7409,12059
260,6810,2789.2955,7857
260,10388,3276.7393,13441
260,13864,696.1378,11741
260,17977,215.5590,13747
260,21773,4819.1768,11181
260,27810,971.4257,12316
260,34864,2776.1319,11496
260,42773,655.3825,14623
260,52388,1755.5307,12099
260,63773,2829.9833,11006
260,76864,3809.4693,13863
260,84773,455.3642,12819
260,101977,3805.3053,12211
260,105773,1226.4845,10835
260,126773,2646.0612,13014
260,127773,1538.6096,8408
260,128773,3985.4959,7985
261,632,3080.0935,10430
261,4140,1905.0479,12994
261,7026,4252.8678,9090
261,11005,1812.5586,11898
261,13708,2135.7491,9865
261,17901,4544.2402,7434
261,21632,1010.4438,7944
261,28026,2994.4112,13524
261,34708,3434.7304,7928
261,42632,3591.0322,11744
261,53005,3276.2738,10445
261,63632,3588.9485,12335
261,76708,1846.0236,13542
261,84632,405.2648,8900
261,101901,1587.0790,9926
261,105632,4479.8298,14321
261,126632,3869.4726,11809
261,127632,3395.5188,10223
262,217,941.0215,8092
262,3296,4850.1876,9809
262,6698,1158.8999,7700
262,11730,4321.9611,14039
262,13861,950.7193,9655
262,19849,1789.7879,14586
262,21217,3776.2506,14183
262,27698,3009.3078,13556
262,34861,3000.3957,13438
262,42217,3743.1112,9340
262,53730,2767.2629,13616
262,63217,4828.9510,13297
262,76861,3368.2920,12873
262,84217,3215.7681,8332
262,103849,1993.2217,11464
262,105217,2905.6516,13375
262,126217,876.6034,11241
262,127217,3992.2154,10011
262,128217,4965.4723,7373
263,2635,4720.7642,11922
263,3035,2848.1442,9424
263,6696,4096.5020,12032
263,10250,3020.1336,9386
263,14235,2981.3826,12130
263,17306,4928.9295,14451
263,23635,1238.5504,9260
263,27696,3515.9957,10725
263,35235,4797.9032,8994
263,52250,1345.3210,9988
263,65635,2907.0719,7960
263,77235,2678.8660,11342
263,86635,2173.5243,8516
263,101306,407.9594,8953
263,107635,2241.0868,14494
263,130635,2316.5999,14042
264,3012,2671.7934,9084
264,8185,4001.0657,8813
264,11471,4555.0027,13562
264,14410,1031.2067,10298
264,19601,3429.8423,7514
264,21156,4491.5030,13091
264,29185,4646.5221,8308
264,35410,2374.5109,8848
264,42156,1843.8764,9236
264,53471,4967.8607,10502
264,63156,3716.7438,13285
264,77410,2461.4293,14046
264,84156,996.4465,8316
264,103601,523.3102,13090
264,105156,3948.3793,13208
264,126156,3832.0054,9109
264,127156,3187.1010,12872
264,128156,1965.5909,13754
265,233,2623.4958,14271
265,6304,2855.0285,8181
265,7047,3005.7146,10061
265,10842,1974.3337,12531
265,14364,1838.6030,13168
265,18468,2648.7039,13164
265,21233,1526.5976,7620
265,28047,4915.3261,11461
265,35364,2124.6124,11233
265,42233,4005.4228,11617
265,52842,386.5440,7355
265,63233,2806.0940,11249
265,77364,2594.9207,9052
265,84233,2915.0512,13782
265,102468,2427.7761,9821
265,105233,3969.8962,14700
265,126233,4031.9600,12369
265,127233,1621.0203,14033
265,128233,4394.8914,8806
266,605,4767.6287,11047
266,3066,4533.1514,13039
266,8415,726.2668,12857
266,11555,3464.6976,10982
266,14862,3108.3318,10220
266,17522,1988.0375,13953
266,21605,760.8593,10406
266,29415,1433.7688,12696
266,35862,3163.9691,8329
266,42605,708.9545,9353
266,53555,4717.8432,14093
266,63605,3338.6570,7483
266,77862,1678.6630,10777
266,84605,4412.3770,11651
266,101522,1646.7474,10301
266,105605,1612.2346,8496
266,126605,3542.2803,13193
266,127605,760.5353,12911
266,128605,4460.0446,12133
267,3724,4429.4354,10858
267,6966,1220.3126,8652
267,10229,1559.7607,14225
267,14652,3540.3065,8089
267,20534,2827.7062,10546
267,21775,449.2262,7383
267,27966,4731.3717,9419
267,35652,682.9803,10187
267,42775,3899.4593,8975
267,52229,2622.4711,7481
267,63775,2961.3117,11909
267,77652,4845.4618,9838
267,84775,2904.8851,10347
267,104534,410.9854,10191
267,105775,4331.6703,8243
267,126775,3896.1187,9920
267,127775,4999.0880,12948
267,128775,3379.8607,14296
268,616,3203.7951,14279
268,3005,3022.8597,7392
268,7266,1643.5278,8804
268,10297,2413.0838,13704
268,14157,3791.2602,12492
268,20722,3643.2342,10709
268,21616,487.4663,10857
268,28266,366.9931,8736
268,35157,2061.9358,10479
268,52297,967.7713,7566
268,63616,237.7665,9659
268,77157,4745.9003,9922
268,84616,851.9911,11119
268,104722,3965.0072,13114
268,105616,475.4230,9366
268,126616,1511.9540,9216
268,127616,4923.5424,14078
268,128616,1290.4026,8098
269,1098,3329.3123,13239
269,4034,3797.9323,11738
269,7636,1864.1164,12964
269,10241,2046.5356,10200
269,14135,1613.8088,13084
269,19698,1830.0676,12563
269,22098,4411.8557,8114
269,28636,3593.4810,14579
269,35135,470.4738,11309
269,43098,862.1898,9201
269,52241,4876.3914,11264
269,64098,4923.2579,8433
269,77135,1074.5735,12064
269,85098,3564.8104,11266
269,103698,4433.9492,12932
269,106098,3082.7380,13760
269,129098,4875.8910,11296
270,2116,2388.6456,9631
270,4507,3878.3080,11214
270,6808,1737.2310,11109
270,10828,2571.1752,7950
270,16361,1666.4309,10323
270,19566,4350.2295,8018
270,23116,3638.0906,10746
270,27808,1754.0118,10683
270,37361,2828.5069,8035
270,44116,948.7714,12071
270,52828,901.0710,7354
270,65116,1548.1202,11458
270,79361,1397.5211,7530
270,86116,4430.8211,9520
270,103566,2575.8305,10936
270,107116,1646.0907,9833
270,130116,3476.4658,8274
271,356,1833.1289,13921
271,3877,4758.3493,10017
271,7596,3803.5067,12180
271,10553,2536.8690,9993
271,13851,3303.2209,7544
271,19071,4352.8416,14389
271,21356,1752.2198,7728
271,28596,4141.1764,8365
271,34851,2769.5526,7368
271,42356,1496.2354,12111
271,63356,4033.4805,10361
271,76851,4183.8936,14288
271,84356,2731.4286,14577
271,103071,1806.5929,11957
271,105356,2118.5339,8305
271,126356,1801.5906,12496
271,127356,1458.6073,8333
271,128356,559.0107,9042
272,1211,973.2937,9743
272,3849,2704.5863,10538
272,7630,2780.0135,9207
272,10344,283.0129,14168
272,13902,3169.3245,7777
272,18368,2424.0519,11732
272,22211,2084.8160,10829
272,28630,4640.7826,10352
272,34902,1880.3836,13292
272,43211,3574.6907,14026
272,52344,504.6396,10071
272,64211,1800.0974,12754
272,76902,1815.9945,12108
272,85211,763.7767,12957
272,102368,4047.9856,7378
272,106211,4739.7916,11656
272,129211,3929.5391,13250
273,4001,4802.3670,8531
273,5007,986.1702,10901
273,6654,2280.5199,14025
273,10705,3765.5450,13730
273,14212,210.7870,10199
273,18619,2758.2054,10914
273,25001,2772.3027,10942
273,27654,1699.8205,12070
273,35212,2343.1122,7422
273,46001,2176.0652,8414
273,52705,662.7543,13121
273,67001,4147.6629,7809
273,77212,4084.8691,13086
273,88001,2241.0963,14585
273,102619,4807.3117,11231
273,109001,1460.1915,13973
273,132001,2537.2314,12372
274,10,2610.9460,10266
274,4511,2916.7576,9348
274,6535,3634.4794,8455
274,11178,3092.3254,8334
274,14252,4317.8897,11584
274,18073,3107.7717,10202
274,21010,4518.2085,9515
274,27535,2202.5629,9253
274,35252,1656.4733,11076
274,42010,4381.8029,13485
274,53178,2916.0912,8769
274,63010,4402.7813,11899
274,77252,4525.0786,11027
274,84010,408.3276,8764
274,102073,1361.3720,8425
274,105010,768.0576,11506
274,126010,386.8687,12961
274,127010,889.6867,8278
274,128010,1913.4172,7450
275,1390,4261.2939,14165
275,5231,4491.5645,9803
275,6818,909.3006,14549
275,11608,973.9206,9517
275,13738,953.8890,12766
275,18282,4424.3486,12249
275,22390,4911.4642,12989
275,27818,1947.4008,8279
275,34738,3958.0085,14198
275,43390,698.0858,13518
275,53608,1616.5671,7424
275,64390,1780.6395,7426
275,76738,3333.7345,12571
275,85390,409.5470,13474
275,102282,2357.7446,9382
275,106390,4580.4825,13942
275,129390,3635.8215,13892
276,656,4827.5279,11158
276,5676,4946.0525,7640
276,6929,4924.9253,11610
276,10421,3046.9243,13907
276,13691,3778.2457,8157
276,18822,2632.5560,13529
276,21656,1590.5877,14372
276,27929,4768.3841,9923
276,34691,3005.4825,12404
276,42656,2501.0404,11099
276,52421,4964.7477,9481
276,63656,943.5886,13594
276,76691,1104.6530,8508
276,84656,2496.9761,7779
276,102822,4198.4967,14284
276,105656,359.1334,9835
276,126656,2121.4466,10922
276,127656,2929.3480,11679
276,128656,2723.5939,9329
277,1627,2890.9471,11675
277,3210,3145.8860,11918
277,7588,3395.9270,10543
277,11339,1726.9070,13740
277,15467,4576.4751,9637
277,17421,2826.5786,14688
277,22627,993.7032,12457
277,36467,1177.3657,13452
277,43627,2762.8522,11437
277,53339,2462.3683,14363
277,64627,4535.7220,8938
277,78467,2064.3352,12518
277,85627,980.5349,12579
277,101421,4456.3846,13656
277,106627,205.1482,12436
277,129627,622.5598,11252
278,1876,2789.4484,13668
278,5408,3474.7232,10377
278,7327,4346.8204,13301
278,10196,3046.5033,9259
278,14381,3271.9706,8985
278,17347,4022.4099,8236
278,20905,1462.0725,7871
278,22876,2247.9212,9531
278,28327,1257.9355,12884
278,35381,4458.5745,13262
278,41905,3408.9267,9921
278,43876,2133.6209,11039
278,52196,814.4449,7356
278,62905,591.6692,12726
278,64876,1689.5807,13715
278,77381,1147.0337,8920
278,85876,2768.2347,7727
278,101347,3240.1129,11550
278,106876,1945.3134,10084
278,125905,3980.5923,14415
278,129876,1277.4110,10828
279,192,943.6570,8995
279,3767,2681.0836,11345
279,7570,2894.5875,10820
279,10187,1939.1320,11672
279,14367,3124.7542,13344
279,21192,3098.6624,12626
279,28570,3467.0873,10960
279,35367,2502.7875,14047
279,42192,2518.5398,8798
279,52187,2375.9483,13960
279,63192,4023.0720,14210
279,77367,960.9698,10915
279,101989,4965.8732,10450
279,105192,1703.7954,8637
279,126192,855.8271,8639
279,127192,4739.1243,9647
279,128192,3704.6609,13127
280,666,2539.7141,10976
280,3002,3730.6680,9111
280,7274,1301.9609,11054
280,11749,1314.9037,8190
280,13712,1915.8245,14083
280,17360,3492.6162,14427
280,21666,4318.8506,12510
280,28274,4712.4544,8377
280,34712,1275.3081,7714
280,42666,3697.0464,14318
280,53749,2121.0723,9395
280,63666,2968.4520,13777
280,76712,4002.2859,11201
280,84666,4634.3661,8464
280,101360,1786.2842,9016
280,105666,3744.6623,11681
280,126666,1279.2980,10925
280,127666,1820.0928,10111
280,128666,1724.8990,7381
281,131,4324.0617,10662
281,3541,4979.7491,13214
281,7792,4290.5672,7992
281,11187,4475.8534,9808
281,15601,4802.0807,13625
281,21131,4809.7975,13781
281,28792,4796.6425,9485
281,36601,4913.9524,8154
281,42131,1119.5864,14104
281,53187,2882.1570,12788
281,63131,1494.2841,9527
281,78601,230.6091,13725
281,84131,4310.3575,9682
281,102497,2384.3573,13345
281,105131,2920.0046,13082
281,126131,2389.6161,10134
281,127131,2297.4890,7881
281,128131,4619.4301,11050
282,125,4015.7125,8437
282,5198,2049.7065,14336
282,7754,1112.6738,10250
282,11333,780.0931,9158
282,13909,2827.6570,8047
282,20962,3611.7623,9768
282,21125,4711.0607,14358
282,28754,2119.0576,7659
282,34909,2665.3349,9152
282,41962,3423.9687,8002
282,42125,3862.8619,9050
282,53333,4322.7645,12237
282,62962,736.1219,8226
282,63125,4105.1423,10133
282,76909,3650.5050,8558
282,84125,707.4279,13124
282,102523,1100.9956,8753
282,105125,4886.4138,14340
282,125962,2366.6253,9981
282,126125,992.2375,8277
282,127125,3654.0253,11292
282,128125,2269.9057,10560
283,2679,4573.4443,11074
283,10227,697.6178,9586
283,14453,4189.0829,8001
283,17350,2391.0246,8058
283,23679,1587.7215,7568
283,28682,1898.3129,14520
283,35453,3909.6464,8762
283,44679,2113.8341,11814
283,52227,4991.7464,9770
283,65679,316.4261,9446
283,77453,801.5006,9876
283,86679,2675.5661,10281
283,101350,4172.1881,11460
283,107679,2665.4863,10354
284,318,691.8209,10972
284,6996,4524.4886,8402
284,10253,3107.0512,11846
284,13913,2966.5479,11678
284,17382,3422.2177,14197
284,21318,3390.6804,12546
284,27996,2478.5107,9136
284,34913,526.1366,10087
284,52253,3468.0715,8520
284,63318,2287.2321,8514
284,76913,4374.1922,9423
284,84318,1885.3925,13570
284,101382,4515.4456,11423
284,105318,2955.1035,11761
284,126318,4758.4109,10463
284,127318,2180.1794,8109
284,128318,2034.8574,9980
285,1923,4092.6159,8622
285,2950,4603.9166,9640
285,7787,1986.2314,14607
285,10373,3517.0062,13615
285,14023,2416.4017,10531
285,17750,2625.2167,8957
285,22923,1576.5272,10941
285,28787,3531.5634,12256
285,35023,772.6439,9450
285,43923,3748.6084,8023
285,52373,1358.6391,12589
285,64923,2273.8473,10558
285,77023,1325.3114,12569
285,101750,2134.5210,11874
285,106923,3904.5727,13186
285,129923,4810.9175,12371
286,2045,2521.9616,11271
286,3549,1552.6696,14580
286,6635,2982.6880,13207
286,12384,2739.0565,10583
286,15476,3849.7984,11728
286,17349,1222.0015,12985
286,23045,384.0514,14408
286,27635,3726.0746,7757
286,36476,1999.4764,14500
286,44045,2242.5397,13103
286,54384,3404.7987,12309
286,65045,4473.5111,11251
286,86045,1451.6951,9566
286,101349,3757.3277,8260
286,107045,3334.7880,8259
286,130045,749.3261,12949
287,96,3211.7974,13079
287,7607,679.1865,11835
287,10597,4910.7714,10578
287,14010,4853.3770,10998
287,19927,511.3395,11834
287,21096,3703.2752,7752
287,28607,2661.1301,9008
287,35010,2992.5656,7497
287,52597,4804.9094,13523
287,63096,1872.2545,10432
287,77010,2576.9604,14190
287,84096,3266.4430,8011
287,103927,2801.2952,7369
287,105096,891.0117,13590
287,126096,2432.7798,13819
287,127096,2456.0155,13911
287,128096,3428.9592,8227
288,2256,1269.7687,11466
288,3183,4505.6988,8950
288,9885,4458.1800,10483
288,11878,4939.9610,8550
288,14312,4906.5382,8262
288,17520,3569.1468,7979
288,23256,1831.5991,8691
288,30885,3150.0305,8258
288,35312,815.5623,10190
288,44256,3585.0462,8281
288,53878,4360.7979,11535
288,65256,1373.1109,12125
288,77312,2701.7723,12897
288,86256,3448.3182,8198
288,101520,4831.4441,9384
288,107256,1025.2861,8907
288,130256,610.8630,7472
289,1999,4983.0575,7479
289,5012,3406.1791,14265
289,7004,374.5268,9151
289,10394,2091.3758,9449
289,13997,4313.8684,12663
289,19897,4976.1590,13202
289,22999,3936.8506,8588
289,28004,386.8254,13545
289,34997,4969.6165,13142
289,43999,4089.0616,10286
289,52394,1261.2365,14195
289,64999,2551.7134,12813
289,76997,3383.3125,8543
289,85999,1594.7536,14698
289,103897,2105.9955,8417
289,106999,2505.0826,12536
289,129999,2630.3454,11382
290,878,3301.7694,11122
290,4742,4695.3453,14522
290,8911,3390.2302,7831
290,10669,4083.0943,13608
290,17597,2750.6244,11870
290,21878,558.5479,7904
290,29911,4094.5764,8698
290,36097,628.8442,13989
290,42878,4220.1472,8111
290,52669,1808.8578,10544
290,63878,2157.9863,13421
290,78097,2230.4827,13968
290,84878,1492.9017,7531
290,101597,1691.3187,8053
290,105878,1814.4384,8430
290,126878,1148.8732,10082
290,127878,3571.8163,14509
291,472,812.1894,8113
291,5540,2132.9836,9983
291,10409,4986.7083,8695
291,13952,2349.2769,7956
291,17411,4123.9168,11313
291,21472,444.5284,14351
291,30833,2492.1588,13702
291,34952,2994.0043,11028
291,42472,1307.2284,10039
291,52409,3675.7209,11115
291,63472,653.5596,11093
291,76952,4060.1944,13158
291,101411,683.4152,13566
291,105472,1005.7677,8676
291,126472,2603.6826,11947
291,127472,1748.3949,14064
291,128472,1632.3767,12333
292,11,358.3303,13683
292,3546,2432.2925,12599
292,7993,4462.0827,9896
292,10402,1156.9854,12310
292,14675,1729.7517,10688
292,19637,2211.9001,14436
292,21011,4801.8477,7445
292,28993,4302.2073,7468
292,35675,409.0641,12194
292,42011,577.6339,13909
292,52402,1846.7307,12214
292,63011,1279.3738,12390
292,77675,3418.9903,11634
292,84011,3157.5785,10673
292,103637,988.8756,8761
292,105011,2579.9108,14243
292,126011,3949.5866,14240
292,127011,4429.5525,8831
292,128011,3464.6576,12973
293,3344,1751.4189,10716
293,7759,4193.0963,11837
293,10576,1355.3318,12612
293,15691,2904.2407,9095
293,17386,4730.6327,9072
293,21534,1753.7790,13974
293,28759,1769.2289,10821
293,36691,4520.1406,8270
293,42534,1212.9523,8354
293,52576,1353.4318,10103
293,63534,1076.9638,12845
293,78691,2086.5581,12116
293,84534,514.6391,10973
293,101386,318.7804,13587
293,105534,1516.7781,10743
293,126534,4493.2964,12422
293,127534,649.6165,8977
293,128534,1716.7921,13367
294,751,3170.5310,10950
294,3540,4017.2741,13276
294,8071,3549.6087,11029
294,14607,4848.1395,12738
294,19563,4419.9732,12900
294,21751,4242.7001,12827
294,29071,352.8374,8837
294,35607,868.3088,7397
294,42751,4202.7517,13771
294,52330,2521.5494,11987
294,63751,817.5705,10444
294,77607,4017.1840,8293
294,84751,3579.6256,9844
294,103563,379.2352,10003
294,105751,4142.0467,9488
294,126751,3177.0574,12610
