rentalNumber,rentalType,rentalDeposit,rentalStartingTime,rentalEndingTime,rentalBranchNumber,rentalRoomNumber,rentalBookingCustomerNum,rentalReservationNumber
1831,M,3000,2019-01-05 23:16:20.540,2019-01-22 21:42:07.870,7,301,652,652
1832,M,3000,2019-07-09 18:56:55.800,2019-07-23 10:16:11.510,3,203,1201,1201
1833,M,3000,2019-06-20 01:01:39.840,2019-07-04 14:20:46.500,3,204,265,265
1834,M,3000,2019-09-01 19:23:23.000,2019-09-17 07:55:55.310,5,302,475,475
1835,M,3000,2019-06-23 02:40:14.530,2019-07-14 02:15:29.800,2,304,196,196
1836,M,3000,2019-05-08 09:17:15.770,2019-05-27 20:56:49.810,9,304,888,888
1837,M,3000,2019-03-27 13:59:09.090,2019-04-10 09:48:37.820,5,304,492,492
1838,M,3000,2019-08-16 00:27:35.790,2019-08-28 09:10:16.800,7,203,638,638
1839,M,3000,2019-08-26 22:12:38.880,2019-09-10 05:22:03.700,4,202,320,320
1840,M,3000,2019-07-18 03:37:54.450,2019-08-08 12:27:37.870,4,303,369,369
1841,M,3000,2019-03-31 15:01:50.110,2019-04-17 14:11:23.640,3,201,245,245
1842,M,3000,2019-05-07 04:19:19.440,2019-05-21 18:11:17.120,10,305,1018,1018
1843,M,3000,2019-05-22 00:11:21.670,2019-06-07 13:51:58.880,7,103,611,611
1844,M,3000,2019-05-20 15:30:19.400,2019-06-10 07:22:25.950,1,101,2,2
1845,M,3000,2019-06-07 03:50:57.510,2019-06-26 20:26:23.470,10,303,984,984
1846,M,3000,2019-09-22 22:01:36.080,2019-10-08 02:27:55.940,10,205,962,962
1847,M,3000,2019-09-26 14:16:50.890,2019-10-07 16:16:05.670,2,203,158,158
1848,M,3000,2019-06-26 14:34:29.460,2019-07-15 01:54:22.630,8,206,1195,1195
1849,M,3000,2019-07-18 11:47:43.400,2019-08-08 18:54:58.770,1,304,92,92
1850,M,3000,2019-10-21 13:42:15.680,2019-11-09 14:40:09.660,2,303,191,191
1851,M,3000,2019-06-20 00:56:45.850,2019-07-01 18:40:39.270,1,206,1124,1124
1852,M,3000,2019-05-16 14:31:19.640,2019-06-02 15:02:45.930,1,306,111,111
1853,M,3000,2019-02-13 03:57:17.680,2019-03-06 00:34:43.790,8,201,733,733
1854,M,3000,2019-06-25 03:17:14.850,2019-07-17 20:09:44.700,1,305,102,102
1855,M,3000,2019-06-19 18:04:31.180,2019-07-03 14:26:35.000,9,203,840,840
1856,M,3000,2019-08-29 08:55:01.610,2019-09-17 22:18:11.030,7,204,1166,1166
1857,M,3000,2019-03-05 12:56:49.940,2019-03-20 03:58:28.070,6,302,573,573
1858,M,3000,2019-02-01 18:49:24.660,2019-02-18 02:15:49.430,3,201,242,242
1859,M,3000,2019-05-13 03:14:14.010,2019-05-25 04:51:05.780,9,203,838,838
1860,M,3000,2019-10-28 07:04:07.050,2019-11-13 16:59:24.480,9,301,860,860
1861,M,3000,2019-03-01 04:15:35.540,2019-03-14 23:50:29.760,5,204,448,448
1862,M,3000,2019-01-06 23:43:53.630,2019-01-22 18:03:11.880,10,102,1045,1045
1863,M,3000,2019-10-06 19:16:27.940,2019-10-17 04:45:45.590,9,103,804,804
1864,M,3000,2019-01-19 06:07:41.490,2019-02-04 05:44:22.250,5,206,461,461
1865,M,3000,2019-10-26 22:25:02.460,2019-11-09 12:16:52.490,4,205,341,341
1866,M,3000,2019-09-18 23:14:01.740,2019-10-06 12:54:13.710,8,207,779,779
1867,M,3000,2019-01-13 11:18:12.070,2019-01-25 12:52:32.950,5,202,427,427
1868,M,3000,2019-09-23 18:11:14.650,2019-10-08 01:45:52.820,7,204,648,648
1869,M,3000,2019-05-24 09:22:07.900,2019-06-12 22:26:18.540,10,305,1071,1071
1870,M,3000,2019-09-04 23:35:17.540,2019-09-24 00:39:34.080,7,103,609,609
1871,M,3000,2019-10-02 07:50:30.620,2019-10-14 16:48:39.680,1,304,90,90
1872,M,3000,2019-10-25 04:46:00.230,2019-11-14 03:33:42.280,7,201,624,624
1873,M,3000,2019-06-18 01:35:12.660,2019-07-05 09:55:28.040,10,304,991,991
1874,M,3000,2019-07-04 22:57:52.270,2019-07-27 18:27:24.440,9,303,874,874
1875,M,3000,2019-08-01 11:36:09.010,2019-08-21 17:55:00.510,6,202,540,540
1876,M,3000,2019-09-22 16:13:36.460,2019-10-10 10:43:37.050,2,104,138,138
1877,M,3000,2019-10-13 01:26:21.060,2019-10-25 17:05:53.620,1,101,1244,1244
1878,M,3000,2019-07-30 20:08:13.050,2019-08-15 15:13:56.380,6,204,558,558
1879,M,3000,2019-07-27 08:10:38.860,2019-08-18 08:35:06.780,7,304,1169,1169
1880,M,3000,2019-10-14 19:45:10.460,2019-10-30 14:51:51.010,4,304,380,380
1881,M,3000,2019-10-25 04:27:17.250,2019-11-09 23:37:07.720,9,302,867,867
1882,M,3000,2019-08-30 07:36:40.430,2019-09-13 04:06:20.240,4,203,1084,1084
1883,M,3000,2019-01-11 19:31:41.260,2019-01-31 05:19:12.740,9,101,787,787
1884,M,3000,2019-03-21 16:08:32.190,2019-04-11 14:52:34.960,6,103,520,520
1885,M,3000,2019-07-28 20:32:28.230,2019-08-12 03:14:42.540,9,202,830,830
1886,M,3000,2019-07-22 19:45:00.900,2019-08-14 17:39:21.940,6,202,542,542
1887,M,3000,2019-05-28 06:59:38.120,2019-06-13 01:41:27.730,6,104,1130,1130
1888,M,3000,2019-11-25 08:44:25.000,2019-12-10 05:11:01.810,2,203,163,163
1889,M,3000,2019-03-16 17:18:51.820,2019-03-28 09:29:20.300,7,202,635,635
1890,M,3000,2019-09-24 04:45:12.920,2019-10-05 14:57:18.770,6,204,554,554
1891,M,3000,2019-03-06 12:20:25.820,2019-03-21 08:58:21.720,4,202,1020,1020
1892,M,3000,2019-02-24 11:09:44.420,2019-03-16 23:32:48.390,3,202,250,250
1893,M,3000,2019-04-06 13:13:21.770,2019-04-16 20:19:11.000,9,103,801,801
1894,M,3000,2019-09-29 02:08:31.840,2019-10-19 23:22:39.240,5,206,1264,1264
1895,M,3000,2019-05-20 15:22:18.900,2019-06-07 04:37:08.100,10,104,922,922
1896,M,3000,2019-03-26 07:17:56.470,2019-04-06 12:08:11.740,4,205,1047,1047
1897,M,3000,2019-06-30 20:02:51.500,2019-07-15 00:25:31.520,2,303,193,193
1898,M,3000,2019-05-04 10:03:40.180,2019-05-15 00:07:36.620,2,202,1178,1178
1899,M,3000,2019-06-24 04:05:16.950,2019-07-11 06:05:33.470,7,302,662,662
1900,M,3000,2019-08-18 15:36:55.770,2019-08-30 18:32:09.750,3,101,206,206
