utilityCostNumber,electricityUnitRate,waterUnitRate,utilityTimeCreated,utilityRentalNumber,utilityStartingTime,utilityBillingNumber,utilityLineNumber
5612,7.0000,1.0000,2018-05-05 22:05:41.930,859,2017-12-14 07:02:07.600,330,2910
5613,7.0000,1.0000,2018-12-01 04:25:53.740,870,2019-01-24 22:41:20.630,334,43060
5614,7.0000,1.0000,2018-06-29 22:32:45.880,856,2018-08-07 20:35:01.140,328,103067
5615,7.0000,1.0000,2018-11-14 04:21:55.070,859,2017-01-31 14:09:43.890,329,108052
5616,7.0000,1.0000,2017-07-12 08:38:47.550,772,2017-12-23 20:08:47.970,297,13654
5617,7.0000,1.0000,2017-07-28 20:11:01.070,618,2017-05-30 14:23:05.590,238,35365
5618,7.0000,1.0000,2019-09-15 20:12:08.410,869,2018-12-22 02:19:43.050,334,2949
5619,7.0000,1.0000,2018-10-09 02:51:25.870,735,2017-09-10 01:25:48.030,282,128125
5620,7.0000,1.0000,2019-06-12 07:23:28.820,751,2017-02-07 01:28:00.110,289,10394
5621,7.0000,1.0000,2019-11-07 02:25:27.690,773,2019-08-29 10:30:46.870,297,102199
5622,7.0000,1.0000,2017-03-05 21:42:45.730,678,2019-03-08 00:47:16.610,261,34708
5623,7.0000,1.0000,2018-03-24 10:03:57.720,824,2018-12-11 19:44:50.200,316,77250
5624,7.0000,1.0000,2019-04-12 12:52:20.260,758,2018-02-05 01:15:38.850,292,7993
5625,7.0000,1.0000,2017-11-19 21:00:12.020,906,2018-03-22 15:02:51.710,348,1091
5626,7.0000,1.0000,2018-11-05 19:29:37.560,914,2017-06-24 15:20:37.600,350,129203
5627,7.0000,1.0000,2017-09-29 22:52:19.560,908,2019-07-11 21:22:33.980,349,3462
5628,7.0000,1.0000,2017-08-22 07:45:16.730,858,2017-08-15 06:35:33.630,329,27639
5629,7.0000,1.0000,2018-01-30 18:46:41.470,882,2019-05-30 22:36:16.680,339,14006
5630,7.0000,1.0000,2018-08-08 09:52:49.130,885,2019-05-11 19:50:25.490,340,34743
5631,7.0000,1.0000,2018-04-17 03:42:58.030,723,2017-02-25 04:44:05.300,278,43876
5632,7.0000,1.0000,2017-06-03 19:18:28.010,909,2019-01-26 12:46:46.720,349,42986
5633,7.0000,1.0000,2017-08-02 23:16:44.890,676,2018-06-24 06:03:06.150,260,52388
5634,7.0000,1.0000,2017-06-08 20:38:47.740,890,2018-05-27 11:02:26.930,342,21225
5635,7.0000,1.0000,2017-05-25 22:07:25.920,915,2017-10-31 17:51:09.680,351,38273
5636,7.0000,1.0000,2017-07-16 08:54:20.860,916,2019-06-06 20:02:28.630,351,128661
5637,7.0000,1.0000,2018-01-06 09:17:32.140,679,2017-09-22 04:41:12.010,261,53005
5638,7.0000,1.0000,2019-04-23 21:51:16.690,833,2017-03-12 21:02:14.340,320,4503
5639,7.0000,1.0000,2017-11-18 22:24:00.220,884,2017-09-11 15:27:05.830,339,126833
5640,7.0000,1.0000,2017-06-17 08:01:19.680,408,2017-08-27 19:03:07.460,156,102536
5641,7.0000,1.0000,2018-01-20 08:17:52.460,743,2019-08-23 00:30:46.140,286,17349
5642,7.0000,1.0000,2018-12-12 16:26:43.760,815,2019-07-28 11:49:56.020,313,21924
5643,7.0000,1.0000,2019-11-11 16:06:24.640,655,2017-11-29 04:58:19.890,252,7651
5644,7.0000,1.0000,2018-09-07 03:22:57.790,723,2017-05-14 09:20:32.960,278,52196
5645,7.0000,1.0000,2018-08-20 01:02:59.600,852,2018-04-25 03:30:36.070,327,19525
5646,7.0000,1.0000,2017-04-08 19:16:54.100,749,2018-09-28 21:50:55.480,288,35312
5647,7.0000,1.0000,2019-06-11 13:39:48.760,714,2017-12-27 20:16:44.550,275,13738
5648,7.0000,1.0000,2019-08-04 12:01:23.650,409,2018-09-18 11:57:51.780,157,23151
5649,7.0000,1.0000,2019-07-27 22:35:03.610,754,2019-03-09 17:03:31.920,290,84878
5650,7.0000,1.0000,2017-04-16 13:25:32.650,841,2019-08-21 10:34:13.630,323,21568
5651,7.0000,1.0000,2017-11-03 01:24:27.990,513,2017-01-25 20:51:38.230,197,10342
5652,7.0000,1.0000,2018-05-14 06:36:54.040,891,2019-02-12 09:53:36.740,342,102189
5653,7.0000,1.0000,2018-05-15 23:04:40.330,561,2017-07-06 15:39:15.850,216,17486
5654,7.0000,1.0000,2018-11-12 05:15:20.020,840,2017-05-11 01:50:47.230,322,64053
5655,7.0000,1.0000,2018-08-22 23:09:53.280,907,2018-09-19 10:49:41.100,348,64091
5656,7.0000,1.0000,2019-08-17 18:12:11.090,875,2018-02-22 15:12:38.240,336,23104
5657,7.0000,1.0000,2019-09-23 18:02:13.310,738,2017-07-26 15:48:22.920,284,17382
5658,7.0000,1.0000,2019-11-19 22:51:07.630,807,2017-01-29 11:26:38.300,309,102140
5659,7.0000,1.0000,2018-02-18 15:43:37.730,902,2019-05-06 03:14:39.070,346,76879
5660,7.0000,1.0000,2018-02-05 06:03:35.750,884,2017-11-06 08:41:55.980,339,127833
5661,7.0000,1.0000,2019-04-07 08:34:51.190,785,2018-10-11 16:48:49.590,302,171
5662,7.0000,1.0000,2019-09-23 05:17:27.460,822,2019-08-07 17:52:24.010,316,1301
5663,7.0000,1.0000,2019-12-01 23:03:06.520,882,2018-04-06 23:44:13.580,339,8174
5664,7.0000,1.0000,2018-01-04 04:31:40.580,879,2017-03-16 07:38:08.770,337,129406
5665,7.0000,1.0000,2018-12-08 03:02:46.130,594,2018-11-13 07:23:13.530,229,13405
5666,7.0000,1.0000,2019-10-16 16:18:52.050,781,2017-05-31 01:10:27.670,300,31449
5667,7.0000,1.0000,2017-10-12 22:48:57.040,575,2019-03-24 05:17:22.830,221,130321
5668,7.0000,1.0000,2018-07-04 07:47:05.990,816,2017-01-12 07:44:02.750,313,35688
5669,7.0000,1.0000,2018-02-14 00:25:19.960,725,2019-05-07 06:53:30.040,279,77367
5670,7.0000,1.0000,2018-05-10 19:27:34.210,903,2017-11-11 17:09:27.800,346,101642
5671,7.0000,1.0000,2019-06-27 23:21:15.410,820,2017-09-16 04:47:18.180,315,8525
5672,7.0000,1.0000,2018-03-28 22:19:44.380,877,2017-09-26 20:01:40.960,337,17462
5673,7.0000,1.0000,2018-11-06 21:48:08.180,342,2018-07-26 04:50:45.400,130,128684
5674,7.0000,1.0000,2018-05-03 18:50:06.180,861,2017-02-27 12:27:05.790,330,65910
5675,7.0000,1.0000,2018-06-01 23:05:36.360,891,2018-08-03 10:33:38.060,342,76900
5676,7.0000,1.0000,2017-12-05 09:58:43.920,527,2019-04-13 00:50:49.220,203,10335
5677,7.0000,1.0000,2017-04-16 05:36:21.100,805,2017-06-22 16:54:33.550,309,1708
5678,7.0000,1.0000,2019-07-09 06:40:59.940,560,2017-01-10 05:37:51.310,215,126798
5679,7.0000,1.0000,2017-09-02 11:49:20.650,882,2019-08-06 03:25:49.130,339,29174
5680,7.0000,1.0000,2017-08-23 01:43:17.910,915,2017-07-18 03:39:30.890,351,21661
5681,7.0000,1.0000,2019-05-19 05:49:48.810,866,2018-01-10 04:32:02.100,332,105892
5682,7.0000,1.0000,2018-02-17 10:50:55.920,904,2017-05-13 01:57:28.550,347,13985
5683,7.0000,1.0000,2018-01-17 09:10:13.120,694,2018-09-19 09:00:51.060,267,6966
5684,7.0000,1.0000,2017-10-26 05:21:08.810,843,2019-02-27 21:37:21.860,323,128568
5685,7.0000,1.0000,2017-10-15 08:28:21.130,848,2019-08-09 20:59:57.850,325,127196
5686,7.0000,1.0000,2019-11-25 21:06:03.990,564,2018-11-08 21:28:43.520,217,52145
5687,7.0000,1.0000,2019-01-10 20:13:47.680,854,2018-10-07 00:32:40.700,328,7757
5688,7.0000,1.0000,2018-09-12 18:01:24.880,903,2018-03-29 16:50:31.960,346,129351
5689,7.0000,1.0000,2018-10-08 21:28:54.470,712,2019-02-19 11:54:20.950,274,53178
5690,7.0000,1.0000,2017-09-30 03:55:14.830,780,2019-02-07 12:58:29.570,300,18739
5691,7.0000,1.0000,2017-10-14 14:52:07.550,166,2018-06-04 22:18:10.240,65,7567
5692,7.0000,1.0000,2018-02-08 10:26:24.520,858,2018-07-01 20:37:01.490,329,35118
5693,7.0000,1.0000,2018-03-15 06:07:38.960,900,2019-04-04 16:23:14.450,345,130674
5694,7.0000,1.0000,2019-10-05 16:20:24.470,794,2019-05-03 11:38:27.380,305,6658
5695,7.0000,1.0000,2018-03-03 23:26:28.490,882,2019-04-30 20:51:46.980,339,10729
5696,7.0000,1.0000,2018-04-21 03:00:25.000,848,2017-01-07 05:09:50.130,325,63196
5697,7.0000,1.0000,2019-01-02 17:23:37.240,874,2018-08-12 08:53:34.130,336,3591
5698,7.0000,1.0000,2018-11-17 11:34:44.060,852,2018-12-04 08:49:10.500,327,22591
5699,7.0000,1.0000,2019-09-22 00:20:11.670,828,2018-06-09 13:15:16.350,318,19321
5700,7.0000,1.0000,2018-10-26 08:44:07.560,919,2019-05-24 03:20:39.290,353,5341
5701,7.0000,1.0000,2019-06-18 20:27:57.070,882,2019-07-03 15:40:57.060,339,21833
5702,7.0000,1.0000,2017-12-18 05:52:42.760,899,2019-01-31 07:18:13.100,345,28181
5703,7.0000,1.0000,2018-06-30 11:36:03.690,398,2019-07-08 12:50:39.070,152,127603
5704,7.0000,1.0000,2018-03-29 03:07:29.390,615,2018-03-15 07:59:57.960,237,42485
5705,7.0000,1.0000,2017-10-11 14:04:17.240,895,2018-05-02 02:04:37.400,344,39
5706,7.0000,1.0000,2019-07-30 03:04:43.610,840,2018-02-26 08:08:38.190,322,85053
5707,7.0000,1.0000,2019-06-29 08:48:45.870,806,2019-07-09 19:00:25.140,309,64708
5708,7.0000,1.0000,2017-01-22 04:14:34.140,919,2018-03-30 09:01:24.370,352,127659
5709,7.0000,1.0000,2017-06-22 06:09:43.660,81,2019-08-28 22:59:38.160,31,41663
5710,7.0000,1.0000,2017-09-27 13:11:09.350,702,2018-07-28 18:59:23.390,270,52828
5711,7.0000,1.0000,2019-05-13 12:35:49.990,728,2017-04-12 18:57:16.290,280,42666
5712,7.0000,1.0000,2017-03-27 11:21:13.360,693,2017-08-06 10:59:44.110,266,84605
5713,7.0000,1.0000,2019-03-29 11:01:46.980,716,2018-06-13 17:30:49.060,276,10421
5714,7.0000,1.0000,2017-07-08 14:00:19.820,926,2019-01-28 23:50:37.010,355,64006
5715,7.0000,1.0000,2018-09-11 00:13:46.950,768,2019-02-13 02:25:56.320,296,1491
5716,7.0000,1.0000,2018-02-27 21:43:55.270,845,2018-04-24 16:53:03.980,324,84811
5717,7.0000,1.0000,2018-09-15 20:07:14.340,862,2018-10-20 21:13:15.060,331,17658
5718,7.0000,1.0000,2019-02-15 17:41:57.700,779,2018-06-12 22:19:47.570,299,52137
5719,7.0000,1.0000,2017-03-31 20:03:19.440,839,2018-03-17 10:53:11.470,322,27527
5720,7.0000,1.0000,2019-01-04 05:56:42.140,554,2018-01-19 13:29:16.340,213,65717
5721,7.0000,1.0000,2017-10-15 20:05:04.360,801,2018-03-18 07:20:16.110,307,101820
5722,7.0000,1.0000,2019-01-22 04:47:32.170,807,2019-02-25 22:57:00.040,310,7380
5723,7.0000,1.0000,2019-09-17 10:18:11.530,811,2019-06-05 03:21:10.690,311,84218
5724,7.0000,1.0000,2017-05-26 20:30:05.120,581,2017-08-08 15:57:26.710,224,3620
5725,7.0000,1.0000,2017-08-06 04:35:26.650,886,2018-06-25 17:52:51.330,340,85445
5726,7.0000,1.0000,2018-05-29 12:54:50.890,768,2017-11-06 02:02:59.150,295,105092
5727,7.0000,1.0000,2017-01-23 16:12:05.420,758,2017-07-06 11:18:19.970,291,128472
5728,7.0000,1.0000,2019-01-24 05:27:43.710,808,2019-02-09 13:03:33.270,310,52717
5729,7.0000,1.0000,2017-03-11 19:23:37.690,932,2018-05-01 08:53:03.450,357,126336
5730,7.0000,1.0000,2017-02-20 20:05:11.350,929,2018-05-16 20:26:01.270,356,102229
5731,7.0000,1.0000,2018-11-24 16:35:06.690,880,2019-07-22 11:59:21.010,338,77882
5732,7.0000,1.0000,2018-05-21 18:01:37.040,873,2017-11-09 07:47:44.780,335,54070
5733,7.0000,1.0000,2019-10-09 06:20:48.270,923,2019-03-13 13:32:35.460,354,52860
5734,7.0000,1.0000,2018-10-30 03:05:13.100,876,2017-04-16 11:38:43.160,336,77115
5735,7.0000,1.0000,2018-02-26 05:15:20.840,931,2017-03-26 11:01:49.050,357,35075
5736,7.0000,1.0000,2018-06-10 23:57:06.050,669,2017-12-23 06:09:30.440,257,101395
5737,7.0000,1.0000,2019-08-11 23:14:52.240,924,2017-10-31 14:01:55.500,354,102361
5738,7.0000,1.0000,2019-10-13 06:02:43.730,621,2017-10-07 21:52:16.220,239,62884
5739,7.0000,1.0000,2017-01-24 15:16:51.560,823,2019-07-29 22:05:35.170,316,35250
5740,7.0000,1.0000,2018-03-10 05:23:37.530,856,2018-11-27 15:30:41.980,328,126358
5741,7.0000,1.0000,2017-06-08 12:17:18.110,862,2018-09-28 16:17:32.620,331,15812
5742,7.0000,1.0000,2018-12-29 15:59:13.540,720,2017-10-14 08:08:34.480,277,43627
5743,7.0000,1.0000,2018-04-02 11:51:41.210,796,2019-08-02 19:28:10.850,305,126338
5744,7.0000,1.0000,2018-01-21 08:17:45.110,801,2018-02-05 00:40:00.820,307,85319
5745,7.0000,1.0000,2018-05-11 15:19:24.850,932,2017-09-08 00:40:27.530,357,84336
5746,7.0000,1.0000,2017-07-30 03:30:54.190,779,2019-05-24 06:28:14.340,299,106862
5747,7.0000,1.0000,2018-11-03 23:24:37.540,892,2017-02-22 10:11:35.780,342,105225
5748,7.0000,1.0000,2017-09-16 16:07:19.140,918,2019-08-28 17:04:15.540,352,84659
5749,7.0000,1.0000,2018-02-03 16:06:37.520,800,2017-06-10 14:28:14.670,307,13957
5750,7.0000,1.0000,2017-01-14 01:42:33.220,720,2017-03-25 08:24:55.060,277,36467
5751,7.0000,1.0000,2019-07-28 06:53:10.670,395,2018-04-26 20:10:32.020,151,51992
5752,7.0000,1.0000,2019-11-08 23:41:39.540,763,2017-08-20 09:42:48.280,294,751
5753,7.0000,1.0000,2018-08-28 15:31:24.620,893,2017-02-17 11:00:05.280,343,15112
5754,7.0000,1.0000,2017-09-27 18:23:29.530,864,2017-07-15 02:28:30.320,332,3315
5755,7.0000,1.0000,2018-01-20 12:39:03.190,806,2018-09-03 14:11:14.180,309,43708
5756,7.0000,1.0000,2017-06-06 15:40:24.900,928,2017-05-23 01:56:50.310,356,7591
5757,7.0000,1.0000,2018-03-24 19:34:31.230,898,2019-01-29 11:00:48.560,345,7181
5758,7.0000,1.0000,2018-02-13 15:05:58.560,423,2017-01-15 04:45:35.500,162,52374
5759,7.0000,1.0000,2017-09-01 22:32:02.740,708,2017-04-03 22:01:52.170,272,85211
5760,7.0000,1.0000,2019-05-07 01:09:26.360,845,2017-07-06 03:14:42.400,324,42811
5761,7.0000,1.0000,2019-07-16 10:52:38.190,805,2017-08-21 06:34:49.060,309,3692
5762,7.0000,1.0000,2017-06-15 03:21:02.150,896,2017-08-30 00:27:16.680,344,13920
5763,7.0000,1.0000,2019-11-04 08:50:56.460,881,2017-08-17 19:03:37.190,338,84047
5764,7.0000,1.0000,2017-05-11 10:04:32.300,885,2019-03-29 08:45:03.330,340,27571
5765,7.0000,1.0000,2018-10-25 20:36:02.670,926,2017-03-21 10:41:00.960,355,22006
5766,7.0000,1.0000,2018-01-01 18:34:12.940,721,2018-10-09 19:01:08.400,278,5408
5767,7.0000,1.0000,2017-06-10 05:00:25.100,736,2018-07-14 19:03:43.430,283,35453
5768,7.0000,1.0000,2017-06-09 07:56:33.880,589,2018-11-24 11:45:10.170,227,13765
5769,7.0000,1.0000,2019-05-04 08:44:58.980,461,2018-09-13 17:04:03.150,177,85184
5770,7.0000,1.0000,2017-04-12 00:16:40.900,880,2018-02-08 17:10:55.010,338,35882
5771,7.0000,1.0000,2018-07-10 22:29:03.030,840,2018-12-25 06:48:38.280,322,101875
5772,7.0000,1.0000,2018-11-25 14:04:30.610,770,2018-11-25 03:22:30.270,296,62902
5773,7.0000,1.0000,2019-02-01 02:25:06.140,698,2018-02-07 01:49:13.370,268,84616
5774,7.0000,1.0000,2019-01-13 14:39:41.920,554,2019-03-24 09:35:36.670,213,130717
5775,7.0000,1.0000,2018-08-07 17:39:24.020,929,2019-01-08 04:39:49.860,356,107065
5776,7.0000,1.0000,2018-10-09 04:05:50.830,857,2019-05-26 10:21:00.470,329,17416
5777,7.0000,1.0000,2017-10-31 16:55:50.950,791,2017-01-12 05:54:52.010,303,105971
5778,7.0000,1.0000,2018-09-06 02:00:26.420,921,2018-09-26 21:21:24.570,353,53930
5779,7.0000,1.0000,2019-01-07 05:10:40.280,940,2019-06-09 06:59:12.490,360,130129
5780,7.0000,1.0000,2017-01-17 01:04:32.460,896,2017-12-14 03:35:02.990,344,19702
5781,7.0000,1.0000,2019-07-17 13:30:13.360,870,2017-05-05 21:22:45.840,334,17530
5782,7.0000,1.0000,2019-05-01 00:04:46.280,416,2018-02-03 10:14:28.860,159,127801
5783,7.0000,1.0000,2017-12-30 13:21:06.190,572,2017-03-07 19:21:58.180,220,42070
5784,7.0000,1.0000,2017-03-07 17:41:04.460,871,2019-08-04 08:14:23.420,335,480
5785,7.0000,1.0000,2017-07-18 13:12:00.690,753,2017-10-19 06:06:43.860,290,10669
5786,7.0000,1.0000,2019-01-07 16:53:27.150,850,2017-11-10 00:19:13.550,326,34739
5787,7.0000,1.0000,2019-09-15 02:30:12.430,914,2019-01-09 10:15:00.120,351,17273
5788,7.0000,1.0000,2019-01-21 11:57:18.740,846,2018-03-18 14:06:19.800,324,127811
5789,7.0000,1.0000,2017-10-19 14:26:09.900,716,2017-11-24 13:29:43.160,275,129390
5790,7.0000,1.0000,2017-10-01 13:34:55.940,732,2018-02-06 00:35:48.160,281,128131
5791,7.0000,1.0000,2017-03-29 04:22:34.810,687,2018-04-22 21:55:44.980,264,63156
5792,7.0000,1.0000,2018-07-08 08:08:53.680,866,2018-09-22 04:11:34.670,332,127892
5793,7.0000,1.0000,2019-02-20 07:30:40.990,837,2017-07-18 23:59:02.430,321,63526
5794,7.0000,1.0000,2017-09-11 14:07:25.210,779,2019-08-04 07:40:05.650,299,129862
5795,7.0000,1.0000,2018-08-16 18:30:59.340,917,2017-01-04 10:00:30.690,352,5526
5796,7.0000,1.0000,2019-12-16 08:56:15.970,941,2017-12-24 10:04:34.160,361,11865
5797,7.0000,1.0000,2019-02-16 07:08:17.080,880,2017-09-01 03:29:18.300,338,27607
5798,7.0000,1.0000,2017-12-02 01:47:08.910,677,2018-07-18 15:13:31.350,260,127773
5799,7.0000,1.0000,2019-03-20 11:41:42.440,900,2018-10-02 13:16:37.400,345,86674
5800,7.0000,1.0000,2017-05-19 20:45:11.900,835,2019-07-10 14:06:02.920,321,3920
5801,7.0000,1.0000,2017-02-28 22:30:29.080,943,2017-09-09 03:43:15.150,362,7179
5802,7.0000,1.0000,2018-06-06 15:28:03.660,863,2019-07-02 10:21:08.190,331,85651
5803,7.0000,1.0000,2018-05-07 07:22:20.160,710,2018-08-12 14:14:51.040,273,77212
5804,7.0000,1.0000,2017-11-03 15:49:56.610,904,2018-08-27 14:46:32.010,347,34985
5805,7.0000,1.0000,2018-06-28 03:13:30.190,937,2018-06-27 01:39:08.050,359,78350
5806,7.0000,1.0000,2017-09-11 16:48:40.050,869,2017-12-31 12:46:48.520,333,128095
5807,7.0000,1.0000,2017-10-17 21:16:33.400,725,2018-01-24 09:49:55.290,279,42192
5808,7.0000,1.0000,2019-08-07 00:51:42.710,578,2019-06-17 13:52:14.050,223,7324
5809,7.0000,1.0000,2019-02-12 00:44:05.510,662,2018-07-02 01:27:58.290,255,4565
5810,7.0000,1.0000,2019-04-05 08:33:12.360,814,2019-01-04 06:59:26.370,312,131021
5811,7.0000,1.0000,2019-07-28 22:44:33.960,784,2019-05-16 23:20:56.440,301,84874
5812,7.0000,1.0000,2019-07-10 17:34:04.820,873,2018-07-28 06:58:23.560,335,102135
5813,7.0000,1.0000,2019-01-29 09:55:18.290,928,2018-07-04 20:32:52.390,356,23065
5814,7.0000,1.0000,2017-08-25 21:27:30.270,868,2018-06-18 10:42:23.340,333,63095
5815,7.0000,1.0000,2019-10-12 11:39:13.010,938,2018-02-03 10:30:25.400,360,2129
5816,7.0000,1.0000,2017-03-27 10:47:51.900,929,2017-08-12 15:07:54.280,356,65065
5817,7.0000,1.0000,2019-06-07 13:59:55.970,894,2017-10-22 08:47:47.810,343,63348
5818,7.0000,1.0000,2019-09-08 15:09:51.990,569,2017-01-19 21:32:30.920,219,18186
5819,7.0000,1.0000,2019-10-15 20:52:31.610,615,2017-09-17 04:04:42.800,237,21485
5820,7.0000,1.0000,2019-10-10 03:42:35.530,904,2017-11-21 07:07:43.130,347,17616
5821,7.0000,1.0000,2018-04-10 16:04:00.520,697,2017-11-08 12:21:28.870,268,21616
5822,7.0000,1.0000,2018-05-11 17:03:06.370,835,2019-04-22 18:32:10.410,320,128239
5823,7.0000,1.0000,2019-08-12 17:30:23.980,932,2017-10-16 07:02:27.380,357,103453
5824,7.0000,1.0000,2018-08-12 19:10:03.040,770,2018-08-02 04:43:47.580,296,52580
5825,7.0000,1.0000,2017-01-23 19:54:06.090,940,2019-08-19 16:40:00.270,361,6850
5826,7.0000,1.0000,2017-01-12 14:20:09.350,902,2017-11-08 02:46:28.350,346,43351
5827,7.0000,1.0000,2019-09-27 06:33:49.630,896,2018-02-08 13:54:19.740,344,21039
5828,7.0000,1.0000,2018-06-01 12:17:40.920,816,2017-01-05 21:42:26.210,313,29353
5829,7.0000,1.0000,2017-06-08 20:08:42.570,857,2019-06-04 04:53:11.850,329,24052
5830,7.0000,1.0000,2018-08-14 08:43:08.060,725,2018-02-22 15:33:47.680,279,52187
5831,7.0000,1.0000,2019-08-14 20:57:33.760,940,2019-03-29 14:06:05.810,360,107129
5832,7.0000,1.0000,2019-11-21 15:08:42.040,860,2018-12-07 21:00:35.010,330,44910
5833,7.0000,1.0000,2019-06-10 14:18:43.980,762,2019-08-16 19:01:22.710,293,105534
5834,7.0000,1.0000,2018-08-30 08:25:28.370,839,2017-05-10 07:55:29.570,322,13893
5835,7.0000,1.0000,2019-11-10 02:34:03.390,782,2017-03-21 14:40:35.980,300,102739
5836,7.0000,1.0000,2018-02-19 22:02:09.690,930,2019-02-08 15:14:22.600,357,14075
5837,7.0000,1.0000,2018-01-03 16:42:26.110,883,2019-04-06 16:35:08.790,339,77006
5838,7.0000,1.0000,2017-03-07 21:31:09.570,920,2017-05-19 08:29:33.910,353,11930
5839,7.0000,1.0000,2018-09-01 14:27:34.270,649,2018-07-06 03:51:47.540,249,128912
5840,7.0000,1.0000,2019-10-28 20:23:20.650,817,2018-07-02 12:10:35.800,313,126924
5841,7.0000,1.0000,2018-04-01 19:36:53.740,939,2018-10-22 18:37:50.480,360,54591
5842,7.0000,1.0000,2017-02-18 01:38:29.710,809,2017-11-14 00:38:15.980,310,101937
5843,7.0000,1.0000,2019-12-01 11:13:13.230,915,2019-07-19 03:45:05.270,351,80273
5844,7.0000,1.0000,2018-07-08 05:52:57.550,836,2019-02-21 18:42:21.510,321,18256
5845,7.0000,1.0000,2018-02-25 14:50:21.980,930,2018-01-28 02:40:14.240,357,336
5846,7.0000,1.0000,2017-09-10 10:48:29.990,864,2017-12-25 04:21:19.130,332,8746
5847,7.0000,1.0000,2019-05-31 22:13:35.400,858,2018-10-03 05:05:37.750,329,52736
5848,7.0000,1.0000,2018-07-07 10:03:10.710,802,2017-05-02 17:36:28.860,307,129319
5849,7.0000,1.0000,2017-11-22 02:28:12.210,909,2018-07-14 13:38:29.840,349,35358
5850,7.0000,1.0000,2018-06-01 07:43:07.440,531,2017-08-19 11:38:39.680,204,31349
5851,7.0000,1.0000,2017-07-20 18:56:20.000,949,2018-08-31 05:06:16.270,364,17608
5852,7.0000,1.0000,2019-06-01 15:58:25.090,706,2019-05-05 15:33:26.520,272,7630
5853,7.0000,1.0000,2018-02-08 04:54:37.310,773,2017-08-18 07:09:13.180,297,55654
5854,7.0000,1.0000,2019-06-02 07:59:06.920,891,2017-02-16 05:51:13.570,342,42225
5855,7.0000,1.0000,2019-01-31 04:41:11.380,868,2017-07-09 03:42:36.990,333,42095
5856,7.0000,1.0000,2018-10-12 05:27:22.720,879,2017-09-19 21:11:56.860,338,47
5857,7.0000,1.0000,2018-10-16 21:57:39.680,917,2018-10-29 05:03:49.260,352,21659
5858,7.0000,1.0000,2019-09-16 12:12:17.130,917,2017-09-26 10:36:42.860,352,10426
5859,7.0000,1.0000,2017-10-20 19:55:50.520,938,2018-12-18 03:43:13.210,360,8756
5860,7.0000,1.0000,2018-06-25 12:53:20.830,608,2018-05-05 07:37:43.420,234,44394
5861,7.0000,1.0000,2017-12-07 10:14:50.420,949,2019-03-25 08:02:54.220,364,29182
5862,7.0000,1.0000,2019-05-10 08:58:52.490,786,2019-01-04 01:53:05.320,302,35485
5863,7.0000,1.0000,2019-03-10 04:43:00.130,868,2019-03-01 09:19:49.990,333,84095
5864,7.0000,1.0000,2017-07-10 16:00:57.450,852,2017-01-11 15:44:49.670,327,1591
5865,7.0000,1.0000,2019-08-13 11:35:38.600,794,2019-08-14 04:29:13.910,305,10504
5866,7.0000,1.0000,2019-08-29 07:35:51.920,858,2019-07-29 09:05:52.410,329,87052
5867,7.0000,1.0000,2017-02-09 03:15:20.840,666,2018-04-13 02:12:41.980,256,52301
5868,7.0000,1.0000,2017-06-11 01:29:49.910,642,2019-02-18 04:31:24.870,247,10152
5869,7.0000,1.0000,2017-10-07 18:53:26.890,925,2018-04-28 03:23:23.010,355,3274
5870,7.0000,1.0000,2018-09-01 13:37:03.310,801,2017-03-08 03:28:27.050,307,43319
5871,7.0000,1.0000,2019-03-15 18:05:25.790,954,2018-04-28 10:59:09.270,366,3178
5872,7.0000,1.0000,2019-04-11 16:28:46.390,593,2019-02-05 16:45:06.830,228,85794
5873,7.0000,1.0000,2018-01-17 00:42:17.720,912,2019-06-05 08:53:32.220,350,43203
5874,7.0000,1.0000,2019-12-10 00:29:10.970,920,2018-03-09 00:23:02.620,353,18736
5875,7.0000,1.0000,2018-07-20 08:05:41.790,734,2019-05-09 16:19:17.440,282,125962
5876,7.0000,1.0000,2018-03-02 14:25:30.800,926,2017-09-26 05:28:49.170,355,36868
5877,7.0000,1.0000,2018-06-02 05:49:53.140,533,2019-04-05 05:32:25.430,205,43573
5878,7.0000,1.0000,2018-02-14 11:37:26.420,929,2018-01-02 18:55:25.390,356,86065
5879,7.0000,1.0000,2017-06-27 04:19:41.050,778,2019-07-19 11:05:33.150,299,43862
5880,7.0000,1.0000,2019-05-07 09:05:36.100,816,2019-04-25 01:32:05.980,313,84924
5881,7.0000,1.0000,2017-08-05 16:06:33.960,886,2017-04-19 22:48:38.320,340,53983
5882,7.0000,1.0000,2018-04-01 20:30:38.910,928,2018-06-05 14:05:26.720,356,15055
5883,7.0000,1.0000,2017-07-20 09:49:28.700,938,2017-04-27 03:06:42.200,359,125963
5884,7.0000,1.0000,2018-12-30 12:25:35.140,901,2018-01-21 15:46:14.900,346,7846
5885,7.0000,1.0000,2018-02-03 13:46:48.060,844,2017-06-06 05:59:47.360,324,10070
5886,7.0000,1.0000,2017-03-25 04:59:08.670,950,2019-03-14 00:17:12.870,364,78526
5887,7.0000,1.0000,2018-10-23 10:14:04.730,946,2017-06-07 00:13:45.220,362,127903
5888,7.0000,1.0000,2017-01-18 06:19:37.060,707,2018-10-17 05:36:38.540,272,34902
5889,7.0000,1.0000,2019-07-22 03:44:17.000,698,2019-07-16 18:13:45.700,268,127616
